station_id,poi_index,poi_id,weight
171,76,76,0.40061454663648455
171,99,99,0.4147835767816393
171,259,259,0.1846018765818762
183,7042,7042,0.6852362117826931
183,10742,10742,0.16635029582648242
183,736,736,0.1484134923908245
189,37,37,0.3851724411071133
189,30,30,0.3365234445096394
189,186,186,0.27830411438324726
225,33458,33458,0.5532078275167264
225,33092,33092,0.33634875513209767
225,28,28,0.11044341735117602
246,10492,10492,0.355603630990944
246,32747,32747,0.3421373378021614
246,32237,32237,0.30225903120689457
247,6472,6472,0.41442707829905345
247,6473,6473,0.32726762746513166
247,6474,6474,0.2583052942358149
248,3134,3134,0.2723776638630604
248,33605,33605,0.38422767888103915
248,153,153,0.34339465725590046
249,416,416,0.3800514859075372
249,381,381,0.3360931387990466
249,430,430,0.28385537529341626
250,489,489,0.5694328187025871
250,420,420,0.2079747597283682
250,11,11,0.22259242156904466
251,33458,33458,0.3697759319693803
251,7042,7042,0.3291300569688485
251,62,62,0.30109401106177125
252,27182,27182,0.36700868416269533
252,27154,27154,0.34019673212422086
252,11137,11137,0.29279458371308387
253,9897,9897,0.40512264378502727
253,10447,10447,0.3130829513828385
253,9863,9863,0.28179440483213425
254,806,806,0.3858409620606086
254,98,98,0.3930325948676718
254,6491,6491,0.22112644307171958
255,806,806,0.33531293423164005
255,98,98,0.4398583077244822
255,6491,6491,0.22482875804387778
256,33092,33092,0.3563528484930725
256,32565,32565,0.40135065150516486
256,336,336,0.2422965000017626
257,11647,11647,0.35412264568118607
257,11638,11638,0.3263203865722709
257,1567,1567,0.31955696774654296
258,3474,3474,0.4573689296536036
258,3489,3489,0.36300174416368375
258,3488,3488,0.17962932618271257
259,22104,22104,0.318527520036286
259,22106,22106,0.3127701552678235
259,62,62,0.36870232469589054
260,33640,33640,0.43365655209578624
260,33638,33638,0.3126719115010343
260,33639,33639,0.2536715364031795
261,190,190,0.4885914101774984
261,482,482,0.2928183676510766
261,409,409,0.21859022217142507
262,6867,6867,0.3626655561502813
262,6868,6868,0.33230991724774156
262,28990,28990,0.3050245266019772
264,5769,5769,0.4186681565492168
264,5768,5768,0.31885131396587224
264,10492,10492,0.26248052948491085
265,33,33,0.5559213878967804
265,796,796,0.2246825434948123
265,226,226,0.21939606860840744
266,28878,28878,0.33680173693234067
266,443,443,0.333443515471158
266,28879,28879,0.3297547475965012
273,482,482,0.40959468455128534
273,6181,6181,0.361201743363452
273,6285,6285,0.22920357208526274
275,9019,9019,0.4767759437238281
275,6980,6980,0.262550722462533
275,6983,6983,0.26067333381363883
277,22118,22118,0.36319717310505734
277,22113,22113,0.3470579789204689
277,22114,22114,0.28974484797447386
284,4592,4592,0.4052102717778575
284,398,398,0.32340968091730654
284,22057,22057,0.27138004730483595
285,32870,32870,0.3129498918386485
285,385,385,0.35912166374641097
285,489,489,0.3279284444149405
289,6693,6693,0.43058927407311137
289,5794,5794,0.29261603418754606
289,5796,5796,0.27679469173934257
290,4618,4618,0.39476480170404527
290,4613,4613,0.34155157943150793
290,5112,5112,0.26368361886444686
296,754,754,0.3823857836358385
296,34,34,0.34692514123172274
296,7430,7430,0.2706890751324388
297,408,408,0.5891003345241326
297,32196,32196,0.4108996654758673
340,6594,6594,0.5019832000315518
340,6370,6370,0.3222020963485138
340,16004,16004,0.17581470361993434
341,6227,6227,0.38036033089497684
341,6225,6225,0.36346429747608977
341,6236,6236,0.2561753716289335
342,6019,6019,0.36666856756367816
342,6015,6015,0.3276887852429811
342,6001,6001,0.3056426471933407
343,6332,6332,0.3491555226912716
343,6331,6331,0.32682946672604213
343,6333,6333,0.3240150105826863
344,6564,6564,0.3697439290559656
344,6562,6562,0.3156183937656349
344,6548,6548,0.31463767717839947
345,29,29,0.49364368578379375
345,14544,14544,0.2820809439540349
345,16096,16096,0.22427537026217126
346,7527,7527,0.42695072411083196
346,7529,7529,0.2866128930421163
346,7503,7503,0.28643638284705175
347,32465,32465,0.42700155931613204
347,229,229,0.2943121545795775
347,228,228,0.27868628610429047
349,4116,4116,0.41431465665723133
349,33539,33539,0.3651241386853127
349,18331,18331,0.22056120465745593
350,435,435,0.42953881977825875
350,31978,31978,0.28563024392190006
350,31977,31977,0.2848309362998413
351,31974,31974,0.3671040585277222
351,31975,31975,0.3206070153025744
351,31976,31976,0.3122889261697034
352,103,103,0.4050342632750733
352,29273,29273,0.3019340833363503
352,29276,29276,0.2930316533885764
353,103,103,0.4922642000163249
353,896,896,0.3335411306402291
353,30306,30306,0.17419466934344596
354,893,893,0.42760431386166564
354,32962,32962,0.29921639929893484
354,890,890,0.2731792868393995
355,18826,18826,0.39542434896173445
355,18825,18825,0.3356036641123721
355,18814,18814,0.2689719869258935
356,402,402,0.5061923169450506
356,424,424,0.2573578430956381
356,425,425,0.23644983995931132
357,6835,6835,0.5653779063663599
357,29184,29184,0.2186530444187971
357,29183,29183,0.21596904921484308
358,6349,6349,0.3535249182061516
358,6350,6350,0.37488852856512145
358,6347,6347,0.2715865532287269
359,121,121,0.4739951817937196
359,12379,12379,0.26332632859312666
359,12475,12475,0.26267848961315376
365,33638,33638,0.3938508727968823
365,125,125,0.3328888754977366
365,33639,33639,0.27326025170538115
366,13500,13500,0.34424777417510344
366,13543,13543,0.32852575130138856
366,13490,13490,0.327226474523508
648,25507,25507,0.350821334063883
648,14857,14857,0.33181285737736804
648,14858,14858,0.3173658085587489
820,6843,6843,0.37753390924640373
820,18751,18751,0.31149834868631743
820,6837,6837,0.3109677420672788
860,5769,5769,0.4302932190853028
860,5768,5768,0.3002703569031776
860,427,427,0.2694364240115195
862,12799,12799,0.46339187211674376
862,12798,12798,0.3916861047077746
862,13116,13116,0.14492202317548156
863,13079,13079,0.38725335252927934
863,13078,13078,0.3656959907372656
863,13084,13084,0.24705065673345514
864,17259,17259,0.367088600507347
864,33593,33593,0.32815450070276436
864,19981,19981,0.3047568987898886
865,18229,18229,0.33967038633512603
865,21832,21832,0.33894605764723157
865,18230,18230,0.32138355601764235
866,30811,30811,0.35951780716109083
866,30812,30812,0.3392496766501076
866,3403,3403,0.3012325161888016
867,30919,30919,0.40189352112055093
867,30771,30771,0.3994654049055106
867,30920,30920,0.19864107397393851
868,30920,30920,0.3410426790205263
868,30921,30921,0.33515182688476647
868,30922,30922,0.32380549409470716
869,5397,5397,0.3939226169461717
869,5390,5390,0.3047142069175201
869,9020,9020,0.3013631761363082
870,5673,5673,0.34012882644625414
870,5671,5671,0.33253092187288713
870,5670,5670,0.32734025168085884
871,26510,26510,0.3776451106351019
871,29857,29857,0.3225522339969078
871,16454,16454,0.29980265536799033
872,6478,6478,0.3860776072433381
872,30473,30473,0.3592098191796872
872,26355,26355,0.2547125735769746
873,26315,26315,0.356041725903493
873,16471,16471,0.33237425918042435
873,16469,16469,0.31158401491608273
874,26499,26499,0.3215673595116243
874,267,267,0.3825081651652098
874,26498,26498,0.2959244753231659
875,26270,26270,0.4757318652965306
875,26331,26331,0.23091149579681114
875,93,93,0.2933566389066583
876,22164,22164,0.35264417754239324
876,22167,22167,0.3279862868593168
876,22149,22149,0.31936953559829
877,10069,10069,0.3650028635940223
877,9984,9984,0.3323442783003667
877,27505,27505,0.302652858105611
878,32868,32868,0.5253129723968983
878,9463,9463,0.27019873997843785
878,26928,26928,0.2044882876246639
879,7914,7914,0.430822961984409
879,8702,8702,0.28460087509666226
879,31294,31294,0.28457616291892873
880,6868,6868,0.3794791279296851
880,6867,6867,0.3162313275468025
880,28990,28990,0.30428954452351226
881,3301,3301,0.36180027240221774
881,3300,3300,0.32485546642011653
881,22886,22886,0.3133442611776657
882,122,122,0.4765008393171654
882,3632,3632,0.31355915675051294
882,807,807,0.2099400039323217
883,21856,21856,0.3973211316463239
883,21853,21853,0.34878469096286224
883,21881,21881,0.2538941773908139
884,178,178,0.42814534813598654
884,18496,18496,0.28625279392543984
884,18468,18468,0.28560185793857357
885,14372,14372,0.43288100706491345
885,7863,7863,0.3040667804402407
885,7811,7811,0.2630522124948458
887,10013,10013,0.35851737531301897
887,7971,7971,0.3254968852499748
887,7970,7970,0.3159857394370063
888,33605,33605,0.5566877395901304
888,32712,32712,0.26295527514544287
888,32714,32714,0.18035698526442664
889,756,756,0.4466198318931001
889,436,436,0.3242592478961305
889,8014,8014,0.2291209202107694
890,231,231,0.4244837696473578
890,230,230,0.3183857083168418
890,228,228,0.2571305220358004
891,217,217,0.37357013639364417
891,219,219,0.33006124960272454
891,220,220,0.29636861400363124
901,32565,32565,0.47699758300288614
901,183,183,0.3012053347071431
901,182,182,0.22179708228997067
964,521,521,0.43206202360520585
964,12833,12833,0.31877708643139
964,12829,12829,0.24916088996340416
965,16505,16505,0.38760040766595383
965,667,667,0.3102909804303305
965,16528,16528,0.3021086119037157
980,3124,3124,0.3262905784348641
980,3127,3127,0.3039316065227316
980,2921,2921,0.36977781504240426
981,3124,3124,0.3207731881633094
981,3127,3127,0.3044948523505384
981,2921,2921,0.3747319594861523
982,3124,3124,0.34753753734974885
982,3127,3127,0.2932290616069235
982,2921,2921,0.3592334010433276
991,76,76,0.5222316663230071
991,259,259,0.24144035846623446
991,6406,6406,0.2363279752107584
1017,33605,33605,0.6100990246478931
1017,32712,32712,0.18728968788789618
1017,99,99,0.20261128746421073
1018,191,191,0.43801081394781294
1018,36,36,0.2905098419561321
1018,37,37,0.27147934409605495
1019,5068,5068,0.4287810596426563
1019,5069,5069,0.37338073920448434
1019,125,125,0.1978382011528595
1024,6594,6594,0.5172894198517207
1024,6370,6370,0.31315946567712954
1024,16004,16004,0.16955111447114962
1025,103,103,0.40828627245919075
1025,29273,29273,0.30014537457106705
1025,29276,29276,0.2915683529697422
1026,718,718,0.41759873349825966
1026,6694,6694,0.3005719163632449
1026,710,710,0.2818293501384956
1027,112,112,0.4087428284271652
1027,311,311,0.4076447947856727
1027,33090,33090,0.18361237678716216
1028,191,191,0.44186510341891727
1028,36,36,0.28404277535591205
1028,37,37,0.27409212122517074
1030,416,416,0.37794545953132047
1030,205,205,0.3255536808896056
1030,3632,3632,0.296500859579074
1031,6471,6471,0.3989223125072947
1031,6473,6473,0.3022687936224921
1031,6474,6474,0.2988088938702132
1032,6341,6341,0.33556026557099555
1032,6340,6340,0.335179556146054
1032,6343,6343,0.32926017828295057
1033,138,138,0.5591186618752275
1033,15549,15549,0.221514805116063
1033,33184,33184,0.2193665330087093
1038,893,893,0.44748262367239516
1038,32962,32962,0.29282609465302883
1038,890,890,0.25969128167457595
1039,507,507,0.356353090682964
1039,7235,7235,0.34005486401720764
1039,32224,32224,0.30359204529982825
1040,50,50,0.3177564666297674
1040,6775,6775,0.41052457208889953
1040,196,196,0.27171896128133305
1041,6089,6089,0.34298950471452
1041,14078,14078,0.3285870441430588
1041,14063,14063,0.3284234511424212
1042,11145,11145,0.3729824917782531
1042,11224,11224,0.3155645544178876
1042,275,275,0.3114529538038593
1050,122,122,0.49101402818571616
1050,3632,3632,0.30693825043739353
1050,807,807,0.20204772137689034
1051,6227,6227,0.38122163257470276
1051,6225,6225,0.3639191232186663
1051,6236,6236,0.2548592442066309
1052,33091,33091,0.4954652567400274
1052,153,153,0.2909237793586514
1052,32713,32713,0.21361096390132117
1055,10013,10013,0.35220354371400714
1055,7971,7971,0.3279929429594368
1055,7970,7970,0.319803513326556
1056,873,873,0.3592670671903901
1056,31938,31938,0.32409358504439434
1056,31939,31939,0.31663934776521563
1057,311,311,0.6360452461070379
1057,112,112,0.2175800917988098
1057,33090,33090,0.1463746620941524
1090,5671,5671,0.34198163190467973
1090,5673,5673,0.3328850163868459
1090,5668,5668,0.32513335170847446
1091,6036,6036,0.7108146818191411
1091,28,28,0.16450261310638864
1091,64,64,0.12468270507447024
1092,31976,31976,0.33406805747394447
1092,31978,31978,0.3334182280417053
1092,31975,31975,0.33251371448435035
1093,13465,13465,0.38839010773459404
1093,13466,13466,0.30614424104930904
1093,13467,13467,0.3054656512160969
1094,6590,6590,0.36627512958462216
1094,6406,6406,0.3327519967242479
1094,6591,6591,0.3009728736911299
1095,13500,13500,0.3445517398387364
1095,13490,13490,0.33055011412001684
1095,13543,13543,0.32489814604124667
1096,231,231,0.43018941957329065
1096,230,230,0.3164063427556455
1096,228,228,0.2534042376710638
1097,7914,7914,0.4670492122338518
1097,31294,31294,0.27809173824358824
1097,8702,8702,0.25485904952255994
1098,6564,6564,0.363456599951431
1098,6548,6548,0.33099881773842
1098,6559,6559,0.30554458231014914
1102,16528,16528,0.3375732448888083
1102,751,751,0.3314929539774988
1102,16104,16104,0.330933801133693
1720,30920,30920,0.3408083397586264
1720,30921,30921,0.3314273331565336
1720,30919,30919,0.3277643270848399
1721,3301,3301,0.36496774090672657
1721,3300,3300,0.3225755285284037
1721,5820,5820,0.3124567305648697
1722,12799,12799,0.46649828199652776
1722,12798,12798,0.3891106317203397
1722,13116,13116,0.14439108628313255
1723,154,154,0.4072971409564444
1723,47,47,0.38344723354513915
1723,55,55,0.20925562549841653
1724,13007,13007,0.4143799443430622
1724,154,154,0.26220750401443005
1724,77,77,0.32341255164250793
1725,26499,26499,0.32537833709923286
1725,267,267,0.3764350680157268
1725,26498,26498,0.2981865948850405
1726,32465,32465,0.43986469967939773
1726,229,229,0.2859131718302479
1726,32464,32464,0.2742221284903544
1727,121,121,0.5076181659102373
1727,12355,12355,0.24924022192817655
1727,12379,12379,0.2431416121615861
1728,11653,11653,0.35818503851513145
1728,15614,15614,0.338274091660344
1728,11681,11681,0.30354086982452455
1729,6835,6835,0.5547129091130956
1729,29184,29184,0.2239488722018939
1729,29183,29183,0.22133821868501063
1730,402,402,0.48195574787720874
1730,424,424,0.2972674047703077
1730,425,425,0.22077684735248354
1731,311,311,0.6008670529537867
1731,33090,33090,0.22630221796821767
1731,112,112,0.17283072907799554
1737,18826,18826,0.37739584995216513
1737,18825,18825,0.3247402440439425
1737,9588,9588,0.29786390600389234
1738,14372,14372,0.3711893079637433
1738,7811,7811,0.3174260507666334
1738,7863,7863,0.31138464126962334
1739,32977,32977,0.7260392057362046
1739,32196,32196,0.19782467746358007
1739,10923,10923,0.07613611680021529
1740,454,454,0.49325644858466017
1740,33241,33241,0.26385759040674184
1740,756,756,0.24288596100859808
1743,6868,6868,0.37643448968177845
1743,28990,28990,0.31632578501619346
1743,6867,6867,0.3072397253020281
1744,7527,7527,0.43068374732233067
1744,7503,7503,0.2849234836655454
1744,7529,7529,0.28439276901212407
1745,4025,4025,0.39660642489632425
1745,4024,4024,0.3032845904707345
1745,30690,30690,0.3001089846329411
1746,14565,14565,0.4110463752523687
1746,14583,14583,0.35924445585926945
1746,14579,14579,0.22970916888836174
1747,26315,26315,0.34528814050629614
1747,16471,16471,0.33566120871038796
1747,16469,16469,0.31905065078331596
1748,29,29,0.4939995152670061
1748,14544,14544,0.27967618161438085
1748,16096,16096,0.22632430311861304
1749,553,553,0.398721799268879
1749,3401,3401,0.3088189033745801
1749,30981,30981,0.2924592973565409
1752,25507,25507,0.2999679737497312
1752,14857,14857,0.29219404055102877
1752,178,178,0.4078379856992399
1753,22118,22118,0.36109925889628713
1753,22113,22113,0.3463821607960192
1753,22114,22114,0.2925185803076937
1754,756,756,0.441271499295259
1754,436,436,0.3273260912239049
1754,8014,8014,0.23140240948083607
1756,178,178,0.5463189654495746
1756,25506,25506,0.22882610637656878
1756,25509,25509,0.22485492817385674
1757,22905,22905,0.34927174257858123
1757,22917,22917,0.33340474701509815
1757,22912,22912,0.3173235104063205
1758,138,138,0.5527745191021093
1758,15549,15549,0.22459201760703773
1758,33184,33184,0.22263346329085293
1763,30811,30811,0.35966755936016653
1763,30812,30812,0.3396002691648963
1763,3403,3403,0.3007321714749372
1764,18229,18229,0.3396193067283259
1764,18230,18230,0.3370299002977099
1764,14673,14673,0.32335079297396435
1765,7017,7017,0.37768261794838887
1765,7015,7015,0.3149008315513832
1765,7028,7028,0.307416550500228
1766,32868,32868,0.49623960384601956
1766,9463,9463,0.301125913024462
1766,26928,26928,0.2026344831295185
1767,4618,4618,0.4030600809801003
1767,4613,4613,0.3458549505837574
1767,14587,14587,0.2510849684361423
1768,6332,6332,0.34441782332846044
1768,6333,6333,0.3436141216053906
1768,6331,6331,0.3119680550661489
1769,190,190,0.4549589313025713
1769,482,482,0.29817713768787596
1769,409,409,0.24686393100955267
1770,753,753,0.43452161094698755
1770,7772,7772,0.303881747355716
1770,9447,9447,0.26159664169729646
1798,36,36,0.39228136088789006
1798,32564,32564,0.3970691038304156
1798,3134,3134,0.2106495352816943
1799,22164,22164,0.342818202097912
1799,22149,22149,0.3379425070292382
1799,22167,22167,0.3192392908728498
1800,15333,15333,0.34115521632462503
1800,15335,15335,0.3378499410510431
1800,15339,15339,0.3209948426243318
1807,13079,13079,0.4143625521229527
1807,13078,13078,0.3633949961801515
1807,13081,13081,0.22224245169689594
1808,29304,29304,0.44770857607478176
1808,29520,29520,0.28601587978564624
1808,7467,7467,0.266275544139572
1809,7573,7573,0.3464083859260665
1809,7576,7576,0.3271302141084531
1809,7586,7586,0.32646139996548035
1813,6089,6089,0.3523381598117693
1813,14063,14063,0.3249841723668226
1813,14078,14078,0.3226776678214081
1814,6339,6339,0.3522019126716087
1814,6342,6342,0.352025030700524
1814,27956,27956,0.2957730566278674
1815,50,50,0.31632503488954195
1815,6775,6775,0.40896449655328226
1815,196,196,0.27471046855717574
1818,182,182,0.4306989694828159
1818,183,183,0.2842311436450432
1818,32565,32565,0.2850698868721409
1819,154,154,0.39610167496030146
1819,47,47,0.3891070205408865
1819,55,55,0.214791304498812
1820,13007,13007,0.41076378052465146
1820,154,154,0.2639106465631089
1820,77,77,0.32532557291223974
1821,7041,7041,0.3200007611881633
1821,5815,5815,0.3809699053900464
1821,3109,3109,0.29902933342179033
1822,437,437,0.392721688451315
1822,2903,2903,0.30906298334184173
1822,162,162,0.2982153282068432
1823,896,896,0.45238128003297223
1823,30306,30306,0.3064954598524065
1823,17747,17747,0.24112326011462126
1824,4592,4592,0.39466566181803847
1824,398,398,0.32684715191822533
1824,22057,22057,0.2784871862637361
1859,60,60,1.0
1860,3124,3124,0.3496719595322447
1860,3127,3127,0.29173840689475683
1860,2921,2921,0.3585896335729984
1864,4854,4854,0.3341601137736066
1864,4856,4856,0.3335831468995136
1864,32161,32161,0.33225673932687966
1865,32161,32161,0.3418272712929426
1865,4854,4854,0.3295619625732731
1865,4856,4856,0.32861076613378437
1866,32161,32161,0.3396303683409027
1866,4854,4854,0.33049358398576756
1866,4856,4856,0.32987604767332973
1868,32161,32161,0.3350679977928723
1868,4854,4854,0.3326444979265445
1868,4856,4856,0.3322875042805831
1869,32161,32161,0.3377360497753497
1869,4854,4854,0.33136775419227693
1869,4856,4856,0.33089619603237336
1870,32161,32161,0.3464458742289434
1870,4859,4859,0.3268345023205922
1870,4854,4854,0.32671962345046435
1871,4854,4854,0.3343105453967042
1871,4856,4856,0.33426515521661904
1871,4855,4855,0.33142429938667683
1874,4854,4854,0.3342101277052471
1874,4856,4856,0.3340673725282131
1874,4855,4855,0.3317224997665397
1877,32161,32161,0.3398970868985924
1877,4854,4854,0.3303248877740653
1877,4856,4856,0.3297780253273424
2259,6810,6810,0.31979761596496065
2259,6809,6809,0.3191993874284217
2259,532,532,0.3610029966066176
2263,15,15,0.5426051386492938
2263,16879,16879,0.25501253911534244
2263,32479,32479,0.2023823222353638
2265,32483,32483,0.36628635403570836
2265,32484,32484,0.3467680420573069
2265,32144,32144,0.28694560390698487
2268,30135,30135,0.436919282225359
2268,5570,5570,0.2936852095591148
2268,14350,14350,0.2693955082155262
